"";"parsed";"iucn_itis"
"1884";"Trinomys paratus";"Trinomys paratus"
"1885";"Trinomys yonenagae";"Trinomys yonenagae"
"1886";"Trinomys setosus";"Trinomys setosus"
"1887";"Trinomys dimidiatus";"Trinomys dimidiatus"
"1888";"Trinomys iheringi";"Trinomys iheringi"
"1889";"Pattonomys occasius";"Pattonomys occasius"
"1890";"Pattonomys semivillosus";"Pattonomys semivillosus"
"1891";"Toromys grandis";"Toromys grandis"
"1892";"Mesomys occultus";"Mesomys occultus"
"1893";"Mesomys hispidus";"Mesomys hispidus"
"1894";"Mesomys leniceps";"Mesomys leniceps"
"1895";"Mesomys stimulax";"Mesomys stimulax"
"1896";"Erethizon dorsatum";"Erethizon dorsatum"
"1897";"Coendou rufescens";"Coendou rufescens"
"1898";"Chaetomys subspinosus";"Chaetomys subspinosus"
"1899";"Coendou vestitus";"Coendou vestitus"
"1900";"Coendou ichillus";"Coendou ichillus"
"1901";"Coendou insidiosus";"Coendou insidiosus"
"1902";"Coendou pruinosus";"Coendou pruinosus"
"1903";"Coendou melanurus";"Coendou melanurus"
"1904";"Coendou spinosus";"Coendou spinosus"
"1905";"Coendou roosmalenorum";"Coendou roosmalenorum"
"1906";"Coendou mexicanus";"Coendou mexicanus"
"1907";"Coendou nycthemera";"Coendou nycthemera"
"1908";"Coendou bicolor";"Coendou bicolor"
"1909";"Coendou quichua";"Coendou quichua"
"1910";"Coendou prehensilis";"Coendou prehensilis"
"1911";"Orthogeomys cavator";"Orthogeomys cavator"
"1912";"Orthogeomys heterodus";"Orthogeomys heterodus"
"1913";"Heterogeomys dariensis";"Heterogeomys dariensis"
"1914";"Orthogeomys cuniculus";"Orthogeomys cuniculus"
"1915";"Orthogeomys underwoodi";"Orthogeomys underwoodi"
"1916";"Heterogeomys lanius";"Heterogeomys lanius"
"1917";"Heterogeomys cherriei";"Heterogeomys cherriei"
"1918";"Thomomys idahoensis";"Thomomys idahoensis"
"1919";"Thomomys monticola";"Thomomys monticola"
"1920";"Thomomys clusius";"Thomomys clusius"
"1921";"Thomomys bulbivorus";"Thomomys bulbivorus"
"1922";"Zygogeomys trichopus";"Zygogeomys trichopus"
"1923";"Cratogeomys goldmani";"Cratogeomys goldmani"
"1924";"Cratogeomys planiceps";"Cratogeomys planiceps"
"1925";"Cratogeomys fumosus";"Cratogeomys fumosus"
"1926";"Cratogeomys merriami";"Cratogeomys merriami"
"1927";"Cratogeomys fulvescens";"Cratogeomys fulvescens"
"1928";"Cratogeomys perotensis";"Cratogeomys perotensis"
"1929";"Pappogeomys bulleri";"Pappogeomys bulleri"
"1930";"Geomys texensis";"Geomys texensis"
"1931";"Geomys attwateri";"Geomys attwateri"
"1932";"Geomys tropicalis";"Geomys tropicalis"
"1933";"Geomys knoxjonesi";"Geomys knoxjonesi"
"1934";"Geomys personatus";"Geomys personatus"
"1935";"Geomys arenarius";"Geomys arenarius"
"1936";"Graphiurus rupicola";"Graphiurus rupicola"
"1937";"Graphiurus microtis";"Graphiurus microtis"
"1938";"Graphiurus monardi";"Graphiurus monardi"
"1939";"Graphiurus angolensis";"Graphiurus angolensis"
"1940";"Myomimus setzeri";"Myomimus setzeri"
"1941";"Myomimus personatus";"Myomimus personatus"
"1942";"Glirulus japonicus";"Glirulus japonicus"
"1943";"Chaetocauda sichuanensis";"Chaetocauda sichuanensis"
"1944";"Dryomys niethammeri";"Dryomys niethammeri"
"1945";"Heteromys oresterus";"Heteromys oresterus"
"1946";"Heteromys nelsoni";"Heteromys nelsoni"
"1947";"Heteromys oasicus";"Heteromys oasicus"
"1948";"Heteromys gaumeri";"Heteromys gaumeri"
"1949";"Heteromys teleus";"Heteromys teleus"
"1950";"Heteromys anomalus";"Heteromys anomalus"
"1951";"Perognathus alticola";"Perognathus alticola"
"1952";"Perognathus inornatus";"Perognathus inornatus"
"1953";"Perognathus amplus";"Perognathus amplus"
"1954";"Heteromys adspersus";"Heteromys adspersus"
"1955";"Heteromys irroratus";"Heteromys irroratus"
"1956";"Heteromys pictus";"Heteromys pictus"
"1957";"Heteromys salvini";"Heteromys salvini"
"1958";"Heteromys spectabilis";"Heteromys spectabilis"
"1959";"Chaetodipus rudinoris";"Chaetodipus rudinoris"
"1960";"Chaetodipus pernix";"Chaetodipus pernix"
"1961";"Chaetodipus lineatus";"Chaetodipus lineatus"
"1962";"Chaetodipus goldmani";"Chaetodipus goldmani"
"1963";"Chaetodipus formosus";"Chaetodipus formosus"
"1964";"Chaetodipus fallax";"Chaetodipus fallax"
"1965";"Chaetodipus ammophilus";"Chaetodipus ammophilus"
"1966";"Dipodomys venustus";"Dipodomys venustus"
"1967";"Dipodomys ingens";"Dipodomys ingens"
"1968";"Dipodomys elator";"Dipodomys elator"
"1969";"Dipodomys microps";"Dipodomys microps"
"1970";"Dipodomys gravipes";"Dipodomys gravipes"
"1971";"Dipodomys heermanni";"Dipodomys heermanni"
"1972";"Dipodomys deserti";"Dipodomys deserti"
"1973";"Dipodomys nitratoides";"Dipodomys nitratoides"
"1974";"Dipodomys agilis";"Dipodomys agilis"
"1975";"Dipodomys stephensi";"Dipodomys stephensi"
"1976";"Dipodomys nelsoni";"Dipodomys nelsoni"
"1977";"Dipodomys phillipsii";"Dipodomys phillipsii"
"1978";"Dipodomys spectabilis";"Dipodomys spectabilis"
"1979";"Hystrix pumila";"Hystrix pumila"
"1980";"Hystrix sumatrae";"Hystrix sumatrae"
"1981";"Hystrix javanica";"Hystrix javanica"
"1982";"Hystrix crassispinis";"Hystrix crassispinis"
"1983";"Hystrix cristata";"Hystrix cristata"
"1984";"Trichys fasciculata";"Trichys fasciculata"
"1985";"Monticolomys koopmani";"Monticolomys koopmani"
"1986";"Steatomys bocagei";"Steatomys bocagei"
"1987";"Steatomys parvus";"Steatomys parvus"
"1988";"Steatomys cuppedius";"Steatomys cuppedius"
"1989";"Steatomys caurinus";"Steatomys caurinus"
"1990";"Steatomys opimus";"Steatomys opimus"
"1991";"Brachyuromys betsileoensis";"Brachyuromys betsileoensis"
"1992";"Brachyuromys ramirohitra";"Brachyuromys ramirohitra"
"1993";"Dendromus insignis";"Dendromus insignis"
"1994";"Dendromus kahuziensis";"Dendromus kahuziensis"
"1995";"Dendromus mesomelas";"Dendromus mesomelas"
"1996";"Dendromus melanotis";"Dendromus melanotis"
"1997";"Dendromus lovati";"Dendromus lovati"
"1998";"Dendromus kivu";"Dendromus kivu"
"1999";"Petromyscus barbouri";"Petromyscus barbouri"
"2000";"Petromyscus shortridgei";"Petromyscus shortridgei"
"2001";"Voalavo antsahabensis";"Voalavo antsahabensis"
"2002";"Prionomys batesi";"Prionomys batesi"
"2003";"Macrotarsomys bastardi";"Macrotarsomys bastardi"
"2004";"Brachytarsomys albicauda";"Brachytarsomys albicauda"
"2005";"Brachytarsomys villosa";"Brachytarsomys villosa"
"2006";"Gymnuromys roberti";"Gymnuromys roberti"
"2007";"Mystromys albicaudatus";"Mystromys albicaudatus"
"2008";"Nesomys audeberti";"Nesomys audeberti"
"2009";"Nesomys rufus";"Nesomys rufus"
"2010";"Megadendromus nikolausi";"Megadendromus nikolausi"
"2011";"Eliurus minor";"Eliurus minor"
"2012";"Eliurus majori";"Eliurus majori"
"2013";"Eliurus grandidieri";"Eliurus grandidieri"
"2014";"Eliurus antsingy";"Eliurus antsingy"
"2015";"Eliurus myoxinus";"Eliurus myoxinus"
"2016";"Eliurus penicillatus";"Eliurus penicillatus"
"2017";"Eliurus petteri";"Eliurus petteri"
"2018";"Eliurus tanala";"Eliurus tanala"
"2019";"Eliurus webbi";"Eliurus webbi"
"2020";"Aconaemys porteri";"Aconaemys porteri"
"2021";"Octodontomys gliroides";"Octodontomys gliroides"
"2022";"Petromus typicus";"Petromus typicus"
"2023";"Typhlomys cinereus";"Typhlomys cinereus"
"2024";"Rhinosciurus laticaudatus";"Rhinosciurus laticaudatus"
"2025";"Petinomys fuscocapillus";"Petinomys fuscocapillus"
"2026";"Petinomys crinitus";"Petinomys crinitus"
"2027";"Petinomys setosus";"Petinomys setosus"
"2028";"Petinomys mindanensis";"Petinomys mindanensis"
"2029";"Hylopetes sagitta";"Hylopetes sagitta"
"2030";"Petinomys hageni";"Petinomys hageni"
"2031";"Petinomys lugens";"Petinomys lugens"
"2032";"Lariscus obscurus";"Lariscus obscurus"
"2033";"Lariscus insignis";"Lariscus insignis"
"2034";"Lariscus hosei";"Lariscus hosei"
"2035";"Paraxerus vexillarius";"Paraxerus vexillarius"
"2036";"Paraxerus cooperi";"Paraxerus cooperi"
"2037";"Hylopetes nigripes";"Hylopetes nigripes"
"2038";"Hylopetes sipora";"Hylopetes sipora"
"2039";"Hylopetes phayrei";"Hylopetes phayrei"
"2040";"Hylopetes winstoni";"Hylopetes winstoni"
"2041";"Hylopetes platyurus";"Hylopetes platyurus"
"2042";"Hylopetes alboniger";"Hylopetes alboniger"
"2043";"Exilisciurus concinnus";"Exilisciurus concinnus"
"2044";"Exilisciurus whiteheadi";"Exilisciurus whiteheadi"
"2045";"Epixerus ebii";"Epixerus ebii"
"2046";"Pteromyscus pulverulentus";"Pteromyscus pulverulentus"
"2047";"Sciurus aberti";"Sciurus aberti"
"2048";"Sciurus carolinensis";"Sciurus carolinensis"
"2049";"Sciurus sanborni";"Sciurus sanborni"
"2050";"Sciurus variegatoides";"Sciurus variegatoides"
"2051";"Sciurus pucheranii";"Sciurus pucheranii"
"2052";"Sciurus oculatus";"Sciurus oculatus"
"2053";"Sciurus richmondi";"Sciurus richmondi"
"2054";"Sciurus pyrrhinus";"Sciurus pyrrhinus"
"2055";"Sciurus gilvigularis";"Sciurus gilvigularis"
"2056";"Sciurus ignitus";"Sciurus ignitus"
"2057";"Sciurus arizonensis";"Sciurus arizonensis"
"2058";"Sciurus aureogaster";"Sciurus aureogaster"
"2059";"Sciurus colliaei";"Sciurus colliaei"
"2060";"Sciurus flammifer";"Sciurus flammifer"
"2061";"Sciurus aestuans";"Sciurus aestuans"
"2062";"Sciurus alleni";"Sciurus alleni"
"2063";"Rheithrosciurus macrotis";"Rheithrosciurus macrotis"
"2064";"Eoglaucomys fimbriatus";"Eoglaucomys fimbriatus"
"2065";"Sundasciurus samarensis";"Sundasciurus samarensis"
"2066";"Sundasciurus hoogstraali";"Sundasciurus hoogstraali"
"2067";"Sundasciurus mindanensis";"Sundasciurus mindanensis"
"2068";"Sundasciurus steerii";"Sundasciurus steerii"
"2069";"Sundasciurus tenuis";"Sundasciurus tenuis"
"2070";"Sundasciurus juvencus";"Sundasciurus juvencus"
"2071";"Sundasciurus lowii";"Sundasciurus lowii"
"2072";"Sundasciurus moellendorffi";"Sundasciurus moellendorffi"
"2073";"Sundasciurus philippinensis";"Sundasciurus philippinensis"
"2074";"Sundasciurus brookei";"Sundasciurus brookei"
"2075";"Sundasciurus hippurus";"Sundasciurus hippurus"
"2076";"Sundasciurus jentinki";"Sundasciurus jentinki"
"2077";"Tamiasciurus mearnsi";"Tamiasciurus mearnsi"
"2078";"Sciurotamias forresti";"Sciurotamias forresti"
"2079";"Ammospermophilus nelsoni";"Ammospermophilus nelsoni"
"2080";"Eupetaurus cinereus";"Eupetaurus cinereus"
"2081";"Tamiops mcclellandii";"Tamiops mcclellandii"
"2082";"Tamiops maritimus";"Tamiops maritimus"
"2083";"Tamiops rodolphii";"Tamiops rodolphii"
"2084";"Tamiops swinhoei";"Tamiops swinhoei"
"2085";"Callosciurus quinquestriatus";"Callosciurus quinquestriatus"
"2086";"Callosciurus pygerythrus";"Callosciurus pygerythrus"
"2087";"Callosciurus prevostii";"Callosciurus prevostii"
"2088";"Callosciurus phayrei";"Callosciurus phayrei"
"2089";"Callosciurus orestes";"Callosciurus orestes"
"2090";"Callosciurus nigrovittatus";"Callosciurus nigrovittatus"
"2091";"Callosciurus inornatus";"Callosciurus inornatus"
"2092";"Callosciurus melanogaster";"Callosciurus melanogaster"
"2093";"Callosciurus erythraeus";"Callosciurus erythraeus"
"2094";"Callosciurus finlaysonii";"Callosciurus finlaysonii"
"2095";"Callosciurus baluensis";"Callosciurus baluensis"
"2096";"Callosciurus caniceps";"Callosciurus caniceps"
"2097";"Callosciurus adamsi";"Callosciurus adamsi"
"2098";"Microsciurus mimulus";"Microsciurus mimulus"
"2099";"Microsciurus santanderensis";"Microsciurus santanderensis"
"2100";"Microsciurus alfari";"Microsciurus alfari"
"2101";"Microsciurus flaviventer";"Microsciurus flaviventer"
"2102";"Glyphotes simus";"Glyphotes simus"
"2103";"Dremomys gularis";"Dremomys gularis"
"2104";"Dremomys everetti";"Dremomys everetti"
"2105";"Dremomys rufigenis";"Dremomys rufigenis"
"2106";"Prosciurillus weberi";"Prosciurillus weberi"
"2107";"Prosciurillus leucomus";"Prosciurillus leucomus"
"2108";"Prosciurillus rosenbergii";"Prosciurillus rosenbergii"
"2109";"Prosciurillus murinus";"Prosciurillus murinus"
"2110";"Prosciurillus abstrusus";"Prosciurillus abstrusus"
"2111";"Belomys pearsonii";"Belomys pearsonii"
"2112";"Sciurillus pusillus";"Sciurillus pusillus"
"2113";"Glaucomys sabrinus";"Glaucomys sabrinus"
"2114";"Marmota olympus";"Marmota olympus"
"2115";"Marmota broweri";"Marmota broweri"
"2116";"Marmota sibirica";"Marmota sibirica"
"2117";"Marmota menzbieri";"Marmota menzbieri"
"2118";"Marmota vancouverensis";"Marmota vancouverensis"
"2119";"Syntheosciurus brochus";"Syntheosciurus brochus"
"2120";"Funambulus tristriatus";"Funambulus tristriatus"
"2121";"Funambulus sublineatus";"Funambulus sublineatus"
"2122";"Funambulus layardi";"Funambulus layardi"
"2123";"Heliosciurus ruwenzorii";"Heliosciurus ruwenzorii"
"2124";"Cynomys parvidens";"Cynomys parvidens"
"2125";"Cynomys leucurus";"Cynomys leucurus"
"2126";"Ratufa affinis";"Ratufa affinis"
"2127";"Ratufa macroura";"Ratufa macroura"
"2128";"Ratufa bicolor";"Ratufa bicolor"
"2129";"Ratufa indica";"Ratufa indica"
"2130";"Hyosciurus heinrichi";"Hyosciurus heinrichi"
"2131";"Urocitellus parryii";"Urocitellus parryii"
"2132";"Urocitellus richardsonii";"Urocitellus richardsonii"
"2133";"Callospermophilus saturatus";"Callospermophilus saturatus"
"2134";"Ictidomys mexicanus";"Ictidomys mexicanus"
"2135";"Xerospermophilus spilosoma";"Xerospermophilus spilosoma"
"2136";"Spermophilus major";"Spermophilus major"
"2137";"Ictidomys tridecemlineatus";"Ictidomys tridecemlineatus"
"2138";"Callospermophilus madrensis";"Callospermophilus madrensis"
"2139";"Spermophilus fulvus";"Spermophilus fulvus"
"2140";"Otospermophilus beecheyi";"Otospermophilus beecheyi"
"2141";"Spermophilus xanthoprymnus";"Spermophilus xanthoprymnus"
"2142";"Spermophilus pallidicauda";"Spermophilus pallidicauda"
"2143";"Otospermophilus variegatus";"Otospermophilus variegatus"
"2144";"Urocitellus undulatus";"Urocitellus undulatus"
"2145";"Xerospermophilus tereticaudus";"Xerospermophilus tereticaudus"
"2146";"Spermophilus relictus";"Spermophilus relictus"
"2147";"Spermophilus pygmaeus";"Spermophilus pygmaeus"
"2148";"Xerospermophilus perotensis";"Xerospermophilus perotensis"
"2149";"Urocitellus armatus";"Urocitellus armatus"
"2150";"Urocitellus beldingi";"Urocitellus beldingi"
"2151";"Poliocitellus franklinii";"Poliocitellus franklinii"
"2152";"Urocitellus elegans";"Urocitellus elegans"
"2153";"Callospermophilus lateralis";"Callospermophilus lateralis"
"2154";"Urocitellus canus";"Urocitellus canus"
"2155";"Urocitellus columbianus";"Urocitellus columbianus"
"2156";"Notocitellus adocetus";"Notocitellus adocetus"
"2157";"Notocitellus annulatus";"Notocitellus annulatus"
"2158";"Xerospermophilus mohavensis";"Xerospermophilus mohavensis"
"2159";"Spermophilus ralli";"Spermophilus ralli"
"2160";"Spermophilus taurensis";"Spermophilus taurensis"
"2161";"Neotamias alpinus";"Neotamias alpinus"
"2162";"Neotamias canipes";"Neotamias canipes"
"2163";"Neotamias cinereicollis";"Neotamias cinereicollis"
"2164";"Neotamias ochrogenys";"Neotamias ochrogenys"
"2165";"Neotamias panamintinus";"Neotamias panamintinus"
"2166";"Neotamias quadrimaculatus";"Neotamias quadrimaculatus"
"2167";"Neotamias palmeri";"Neotamias palmeri"
"2168";"Neotamias ruficaudus";"Neotamias ruficaudus"
"2169";"Neotamias siskiyou";"Neotamias siskiyou"
"2170";"Neotamias senex";"Neotamias senex"
"2171";"Neotamias obscurus";"Neotamias obscurus"
"2172";"Neotamias durangae";"Neotamias durangae"
"2173";"Neotamias merriami";"Neotamias merriami"
"2174";"Petaurillus emiliae";"Petaurillus emiliae"
"2175";"Aeretes melanopterus";"Aeretes melanopterus"
"2176";"Funisciurus leucogenys";"Funisciurus leucogenys"
"2177";"Pteromys momonga";"Pteromys momonga"
"2178";"Trogopterus xanthipes";"Trogopterus xanthipes"
"2179";"Aeromys tephromelas";"Aeromys tephromelas"
"2180";"Petaurista nobilis";"Petaurista nobilis"
"2181";"Petaurista magnificus";"Petaurista magnificus"
"2182";"Petaurista elegans";"Petaurista elegans"
"2183";"Tachyoryctes splendens";"Tachyoryctes splendens"
"2184";"Myospalax myospalax";"Myospalax myospalax"
"2185";"Thryonomys gregorianus";"Thryonomys gregorianus"
"2186";"Ptilocercus lowii";"Ptilocercus lowii"
"2187";"Dendrogale melanura";"Dendrogale melanura"
"2188";"Dendrogale murina";"Dendrogale murina"
"2189";"Anathana ellioti";"Anathana ellioti"
"2190";"Tupaia tana";"Tupaia tana"
"2191";"Tupaia montana";"Tupaia montana"
"2192";"Tupaia minor";"Tupaia minor"
"2193";"Tupaia splendidula";"Tupaia splendidula"
"2194";"Tupaia picta";"Tupaia picta"
"2195";"Tupaia dorsalis";"Tupaia dorsalis"
"2196";"Tupaia javanica";"Tupaia javanica"
"2197";"Tupaia belangeri";"Tupaia belangeri"
"2198";"Nesophontes edithae";"Nesophontes edithae"
"2199";"Nesophontes zamicrus";"Nesophontes zamicrus"
"2200";"Nesophontes micrus";"Nesophontes micrus"
"2201";"Nesophontes paramicrus";"Nesophontes paramicrus"
"2202";"Nesophontes hypomicrus";"Nesophontes hypomicrus"
"2203";"Nesophontes major";"Nesophontes major"
"2204";"Chimarrogale phaeura";"Chimarrogale phaeura"
"2205";"Chimarrogale hantu";"Chimarrogale hantu"
"2206";"Chimarrogale sumatrana";"Chimarrogale sumatrana"
"2207";"Chimarrogale platycephalus";"Chimarrogale platycephalus"
"2208";"Neomys teres";"Neomys teres"
"2209";"Blarinella griselda";"Blarinella griselda"
"2210";"Blarinella wardi";"Blarinella wardi"
"2211";"Blarinella quadraticauda";"Blarinella quadraticauda"
"2212";"Cryptotis orophila";"Cryptotis orophila"
"2213";"Cryptotis merus";"Cryptotis merus"
"2214";"Cryptotis phillipsii";"Cryptotis phillipsii"
"2215";"Cryptotis equatoris";"Cryptotis equatoris"
"2216";"Cryptotis peruviensis";"Cryptotis peruviensis"
"2217";"Cryptotis colombiana";"Cryptotis colombiana"
"2218";"Cryptotis brachyonyx";"Cryptotis brachyonyx"
"2219";"Cryptotis squamipes";"Cryptotis squamipes"
"2220";"Cryptotis peregrina";"Cryptotis peregrina"
"2221";"Cryptotis mayensis";"Cryptotis mayensis"
"2222";"Cryptotis alticola";"Cryptotis alticola"
"2223";"Cryptotis nelsoni";"Cryptotis nelsoni"
"2224";"Cryptotis hondurensis";"Cryptotis hondurensis"
"2225";"Cryptotis magna";"Cryptotis magna"
"2226";"Cryptotis endersi";"Cryptotis endersi"
"2227";"Cryptotis gracilis";"Cryptotis gracilis"
"2228";"Cryptotis medellinia";"Cryptotis medellinia"
"2229";"Cryptotis goldmani";"Cryptotis goldmani"
"2230";"Cryptotis montivaga";"Cryptotis montivaga"
"2231";"Cryptotis nigrescens";"Cryptotis nigrescens"
"2232";"Cryptotis mexicana";"Cryptotis mexicana"
"2233";"Cryptotis obscura";"Cryptotis obscura"
"2234";"Cryptotis tropicalis";"Cryptotis tropicalis"
"2235";"Myosorex blarina";"Myosorex blarina"
"2236";"Myosorex longicaudatus";"Myosorex longicaudatus"
"2237";"Myosorex eisentrauti";"Myosorex eisentrauti"
"2238";"Myosorex babaulti";"Myosorex babaulti"
"2239";"Myosorex sclateri";"Myosorex sclateri"
"2240";"Myosorex tenuis";"Myosorex tenuis"
"2241";"Myosorex kihaulei";"Myosorex kihaulei"
"2242";"Suncus murinus";"Suncus murinus"
"2243";"Suncus etruscus";"Suncus etruscus"
"2244";"Suncus infinitesimus";"Suncus infinitesimus"
"2245";"Suncus lixus";"Suncus lixus"
"2246";"Suncus megalura";"Suncus megalura"
"2247";"Suncus stoliczkanus";"Suncus stoliczkanus"
"2248";"Suncus varilla";"Suncus varilla"
"2249";"Suncus zeylanicus";"Suncus zeylanicus"
"2250";"Suncus malayanus";"Suncus malayanus"
"2251";"Suncus aequatorius";"Suncus aequatorius"
"2252";"Suncus remyi";"Suncus remyi"
"2253";"Suncus fellowesgordoni";"Suncus fellowesgordoni"
"2254";"Suncus ater";"Suncus ater"
"2255";"Congosorex verheyeni";"Congosorex verheyeni"
"2256";"Sylvisorex isabellae";"Sylvisorex isabellae"
"2257";"Sylvisorex howelli";"Sylvisorex howelli"
"2258";"Sylvisorex vulcanorum";"Sylvisorex vulcanorum"
"2259";"Sylvisorex ollula";"Sylvisorex ollula"
"2260";"Sylvisorex konganensis";"Sylvisorex konganensis"
"2261";"Sylvisorex lunaris";"Sylvisorex lunaris"
"2262";"Sylvisorex granti";"Sylvisorex granti"
"2263";"Sylvisorex johnstoni";"Sylvisorex johnstoni"
"2264";"Chodsigoa lamula";"Chodsigoa lamula"
"2265";"Chodsigoa salenskii";"Chodsigoa salenskii"
"2266";"Chodsigoa parva";"Chodsigoa parva"
"2267";"Chodsigoa smithii";"Chodsigoa smithii"
"2268";"Chodsigoa sodalis";"Chodsigoa sodalis"
"2269";"Chodsigoa caovansunga";"Chodsigoa caovansunga"
"2270";"Feroculus feroculus";"Feroculus feroculus"
"2271";"Notiosorex villai";"Notiosorex villai"
"2272";"Notiosorex cockrumi";"Notiosorex cockrumi"
"2273";"Episoriculus fumidus";"Episoriculus fumidus"
"2274";"Episoriculus caudatus";"Episoriculus caudatus"
"2275";"Crocidura tanakae";"Crocidura tanakae"
"2276";"Crocidura rapax";"Crocidura rapax"
"2277";"Crocidura denti";"Crocidura denti"
"2278";"Crocidura elongata";"Crocidura elongata"
"2279";"Crocidura douceti";"Crocidura douceti"
"2280";"Crocidura hilliana";"Crocidura hilliana"
"2281";"Crocidura arabica";"Crocidura arabica"
"2282";"Crocidura batesi";"Crocidura batesi"
"2283";"Crocidura buettikoferi";"Crocidura buettikoferi"
"2284";"Crocidura negligens";"Crocidura negligens"
"2285";"Crocidura lepidura";"Crocidura lepidura"
"2286";"Crocidura arispa";"Crocidura arispa"
"2287";"Crocidura suaveolens";"Crocidura suaveolens"
