"";"parsed";"iucn"
"7618";"Cacatua leadbeateri";"Cacatua leadbeateri"
"7619";"Cacatua galerita";"Cacatua galerita"
"7620";"Cacatua sanguinea";"Cacatua sanguinea"
"7621";"Agapornis roseicollis";"Agapornis roseicollis"
"7622";"Agapornis personatus";"Agapornis personatus"
"7623";"Agapornis lilianae";"Agapornis lilianae"
"7624";"Ara ararauna";"Ara ararauna"
"7625";"Aratinga nenday";"Aratinga nenday"
"7626";"Forpus passerinus";"Forpus passerinus"
"7627";"Brotogeris versicolurus";"Brotogeris versicolurus"
"7628";"Amazona albifrons";"Amazona albifrons"
"7629";"Amazona ochrocephala";"Amazona ochrocephala"
"7630";"Amazona amazonica";"Amazona amazonica"
"7631";"Apus caffer";"Apus caffer"
"7632";"Chordeiles pusillus";"Chordeiles pusillus"
"7633";"Columba palumbus";"Columba palumbus"
"7634";"Columba pallidiceps";"Columba pallidiceps"
"7635";"Chalcophaps stephani";"Chalcophaps stephani"
"7636";"Henicophaps foersteri";"Henicophaps foersteri"
"7637";"Ducula finschii";"Ducula finschii"
"7638";"Goura cristata";"Goura cristata"
"7639";"Grus vipio";"Grus vipio"
"7640";"Anthropoides virgo";"Anthropoides virgo"
"7641";"Gallirallus australis";"Gallirallus australis"
"7642";"Hypotaenidia insignis";"Hypotaenidia insignis"
"7643";"Amaurornis isabellina";"Amaurornis isabellina"
"7644";"Calidris maritima";"Calidris maritima"
"7645";"Calidris ptilocnemis";"Calidris ptilocnemis"
"7646";"Charadrius asiaticus";"Charadrius asiaticus"
"7647";"Alle alle";"Alle alle"
"7648";"Cerorhinca monocerata";"Cerorhinca monocerata"
"7649";"Henicopernis infuscatus";"Henicopernis infuscatus"
"7650";"Accipiter luteoschistaceus";"Accipiter luteoschistaceus"
"7651";"Buteogallus aequinoctialis";"Buteogallus aequinoctialis"
"7652";"Buteo albigula";"Buteo albigula"
"7653";"Falco femoralis";"Falco femoralis"
"7654";"Ardeola ralloides";"Ardeola ralloides"
"7655";"Cathartes aura";"Cathartes aura"
"7656";"Ciconia boyciana";"Ciconia boyciana"
"7657";"Gavia stellata";"Gavia stellata"
"7658";"Attila phoenicurus";"Attila phoenicurus"
"7659";"Grallaria gigantea";"Grallaria gigantea"
"7660";"Corvus monedula";"Corvus monedula"
"7661";"Corvus splendens";"Corvus splendens"
"7662";"Corvus moneduloides";"Corvus moneduloides"
"7663";"Corvus brachyrhynchos";"Corvus brachyrhynchos"
