"";"parsed";"ebird_itis"
"1673";"Ciconia maguari";"Ciconia maguari"
"1674";"Ephippiorhynchus asiaticus";"Ephippiorhynchus asiaticus"
"1675";"Ephippiorhynchus senegalensis";"Ephippiorhynchus senegalensis"
"1676";"Leptoptilos crumenifer";"Leptoptilos crumenifer"
"1677";"Leptoptilos dubius";"Leptoptilos dubius"
"1678";"Xenicus longipes";"Xenicus longipes"
"1679";"Traversia lyalli";"Traversia lyalli"
"1680";"Hydrornis nipalensis";"Hydrornis nipalensis"
"1681";"Hydrornis soror";"Hydrornis soror"
"1682";"Hydrornis schneideri";"Hydrornis schneideri"
"1683";"Hydrornis cyaneus";"Hydrornis cyaneus"
"1684";"Hydrornis elliotii";"Hydrornis elliotii"
"1685";"Pitta sordida";"Pitta sordida"
"1686";"Pitta superba";"Pitta superba"
"1687";"Pitta steerii";"Pitta steerii"
"1688";"Erythropitta kochi";"Erythropitta kochi"
"1689";"Erythropitta erythrogaster";"Erythropitta erythrogaster"
"1690";"Erythropitta dohertyi";"Erythropitta dohertyi"
"1691";"Erythropitta venusta";"Erythropitta venusta"
"1692";"Pitta angolensis";"Pitta angolensis"
"1693";"Pitta brachyura";"Pitta brachyura"
"1694";"Pitta moluccensis";"Pitta moluccensis"
"1695";"Pitta megarhyncha";"Pitta megarhyncha"
"1696";"Pitta iris";"Pitta iris"
"1697";"Pitta anerythra";"Pitta anerythra"
"1698";"Smithornis sharpei";"Smithornis sharpei"
"1699";"Corydon sumatranus";"Corydon sumatranus"
"1700";"Serilophus lunatus";"Serilophus lunatus"
"1701";"Psarisomus dalhousiae";"Psarisomus dalhousiae"
"1702";"Calyptomena viridis";"Calyptomena viridis"
"1703";"Philepitta schlegeli";"Philepitta schlegeli"
"1704";"Mionectes striaticollis";"Mionectes striaticollis"
"1705";"Mionectes macconnelli";"Mionectes macconnelli"
"1706";"Leptopogon taczanowskii";"Leptopogon taczanowskii"
"1707";"Pseudotriccus pelzelni";"Pseudotriccus pelzelni"
"1708";"Pseudotriccus simplex";"Pseudotriccus simplex"
"1709";"Pseudotriccus ruficeps";"Pseudotriccus ruficeps"
"1710";"Poecilotriccus ruficeps";"Poecilotriccus ruficeps"
"1711";"Poecilotriccus capitalis";"Poecilotriccus capitalis"
"1712";"Poecilotriccus albifacies";"Poecilotriccus albifacies"
"1713";"Hemitriccus josephinae";"Hemitriccus josephinae"
"1714";"Hemitriccus obsoletus";"Hemitriccus obsoletus"
"1715";"Hemitriccus orbitatus";"Hemitriccus orbitatus"
"1716";"Hemitriccus spodiops";"Hemitriccus spodiops"
"1717";"Hemitriccus furcatus";"Hemitriccus furcatus"
"1718";"Poecilotriccus senex";"Poecilotriccus senex"
"1719";"Poecilotriccus russatus";"Poecilotriccus russatus"
"1720";"Poecilotriccus plumbeiceps";"Poecilotriccus plumbeiceps"
"1721";"Poecilotriccus latirostris";"Poecilotriccus latirostris"
"1722";"Poecilotriccus fumifrons";"Poecilotriccus fumifrons"
"1723";"Todirostrum maculatum";"Todirostrum maculatum"
"1724";"Todirostrum poliocephalum";"Todirostrum poliocephalum"
"1725";"Todirostrum pictum";"Todirostrum pictum"
"1726";"Todirostrum chrysocrotaphum";"Todirostrum chrysocrotaphum"
"1727";"Poecilotriccus calopterus";"Poecilotriccus calopterus"
"1728";"Poecilotriccus pulchellus";"Poecilotriccus pulchellus"
"1729";"Corythopis torquatus";"Corythopis torquatus"
"1730";"Phyllomyias reiseri";"Phyllomyias reiseri"
"1731";"Phyllomyias virescens";"Phyllomyias virescens"
"1732";"Phyllomyias sclateri";"Phyllomyias sclateri"
"1733";"Phyllomyias griseocapilla";"Phyllomyias griseocapilla"
"1734";"Phyllomyias plumbeiceps";"Phyllomyias plumbeiceps"
"1735";"Phyllomyias nigrocapillus";"Phyllomyias nigrocapillus"
"1736";"Phyllomyias cinereiceps";"Phyllomyias cinereiceps"
"1737";"Phyllomyias uropygialis";"Phyllomyias uropygialis"
"1738";"Zimmerius bolivianus";"Zimmerius bolivianus"
"1739";"Zimmerius cinereicapilla";"Zimmerius cinereicapilla"
"1740";"Zimmerius viridiflavus";"Zimmerius viridiflavus"
"1741";"Ornithion inerme";"Ornithion inerme"
"1742";"Ornithion semiflavum";"Ornithion semiflavum"
"1743";"Ornithion brunneicapillus";"Ornithion brunneicapillus"
"1744";"Phaeomyias murina";"Phaeomyias murina"
"1745";"Sublegatus modestus";"Sublegatus modestus"
"1746";"Myiopagis gaimardii";"Myiopagis gaimardii"
"1747";"Myiopagis caniceps";"Myiopagis caniceps"
"1748";"Myiopagis subplacens";"Myiopagis subplacens"
"1749";"Myiopagis cotta";"Myiopagis cotta"
"1750";"Myiopagis viridicata";"Myiopagis viridicata"
"1751";"Pseudelaenia leucospodia";"Pseudelaenia leucospodia"
"1752";"Elaenia spectabilis";"Elaenia spectabilis"
"1753";"Elaenia ridleyana";"Elaenia ridleyana"
"1754";"Elaenia strepera";"Elaenia strepera"
"1755";"Elaenia gigas";"Elaenia gigas"
"1756";"Elaenia cristata";"Elaenia cristata"
"1757";"Elaenia chiriquensis";"Elaenia chiriquensis"
"1758";"Elaenia obscura";"Elaenia obscura"
"1759";"Elaenia dayi";"Elaenia dayi"
"1760";"Elaenia fallax";"Elaenia fallax"
"1761";"Mecocerculus leucophrys";"Mecocerculus leucophrys"
"1762";"Mecocerculus poecilocercus";"Mecocerculus poecilocercus"
"1763";"Mecocerculus hellmayri";"Mecocerculus hellmayri"
"1764";"Mecocerculus calopterus";"Mecocerculus calopterus"
"1765";"Mecocerculus minor";"Mecocerculus minor"
"1766";"Mecocerculus stictopterus";"Mecocerculus stictopterus"
"1767";"Serpophaga nigricans";"Serpophaga nigricans"
"1768";"Serpophaga subcristata";"Serpophaga subcristata"
"1769";"Inezia tenuirostris";"Inezia tenuirostris"
"1770";"Inezia inornata";"Inezia inornata"
"1771";"Stigmatura budytoides";"Stigmatura budytoides"
"1772";"Uromyias agilis";"Uromyias agilis"
"1773";"Uromyias agraphia";"Uromyias agraphia"
"1774";"Anairetes alpinus";"Anairetes alpinus"
"1775";"Anairetes nigrocristatus";"Anairetes nigrocristatus"
"1776";"Anairetes reguloides";"Anairetes reguloides"
"1777";"Anairetes flavirostris";"Anairetes flavirostris"
"1778";"Anairetes fernandezianus";"Anairetes fernandezianus"
"1779";"Anairetes parulus";"Anairetes parulus"
"1780";"Tachuris rubrigastra";"Tachuris rubrigastra"
"1781";"Polystictus superciliaris";"Polystictus superciliaris"
"1782";"Pseudocolopteryx sclateri";"Pseudocolopteryx sclateri"
"1783";"Pseudocolopteryx acutipennis";"Pseudocolopteryx acutipennis"
"1784";"Euscarthmus meloryphus";"Euscarthmus meloryphus"
"1785";"Phylloscartes nigrifrons";"Phylloscartes nigrifrons"
"1786";"Phylloscartes gualaquizae";"Phylloscartes gualaquizae"
"1787";"Phylloscartes flaviventris";"Phylloscartes flaviventris"
"1788";"Phylloscartes roquettei";"Phylloscartes roquettei"
"1789";"Phylloscartes paulista";"Phylloscartes paulista"
"1790";"Phylloscartes oustaleti";"Phylloscartes oustaleti"
"1791";"Phylloscartes virescens";"Phylloscartes virescens"
"1792";"Myiornis albiventris";"Myiornis albiventris"
"1793";"Myiornis auricularis";"Myiornis auricularis"
"1794";"Myiornis ecaudatus";"Myiornis ecaudatus"
"1795";"Lophotriccus vitiosus";"Lophotriccus vitiosus"
"1796";"Lophotriccus eulophotes";"Lophotriccus eulophotes"
"1797";"Cnipodectes subbrunneus";"Cnipodectes subbrunneus"
"1798";"Rhynchocyclus brevirostris";"Rhynchocyclus brevirostris"
"1799";"Rhynchocyclus fulvipectus";"Rhynchocyclus fulvipectus"
"1800";"Tolmomyias assimilis";"Tolmomyias assimilis"
"1801";"Tolmomyias poliocephalus";"Tolmomyias poliocephalus"
"1802";"Tolmomyias flaviventris";"Tolmomyias flaviventris"
"1803";"Platyrinchus saturatus";"Platyrinchus saturatus"
"1804";"Platyrinchus coronatus";"Platyrinchus coronatus"
"1805";"Platyrinchus platyrhynchos";"Platyrinchus platyrhynchos"
"1806";"Myiotriccus ornatus";"Myiotriccus ornatus"
"1807";"Myiophobus flavicans";"Myiophobus flavicans"
"1808";"Myiophobus inornatus";"Myiophobus inornatus"
"1809";"Myiophobus roraimae";"Myiophobus roraimae"
"1810";"Nephelomyias pulcher";"Nephelomyias pulcher"
"1811";"Nephelomyias lintoni";"Nephelomyias lintoni"
"1812";"Nephelomyias ochraceiventris";"Nephelomyias ochraceiventris"
"1813";"Myiophobus fasciatus";"Myiophobus fasciatus"
"1814";"Myiophobus cryptoxanthus";"Myiophobus cryptoxanthus"
"1815";"Terenotriccus erythrurus";"Terenotriccus erythrurus"
"1816";"Myiobius villosus";"Myiobius villosus"
"1817";"Pyrrhomyias cinnamomeus";"Pyrrhomyias cinnamomeus"
"1818";"Lathrotriccus euleri";"Lathrotriccus euleri"
"1819";"Lathrotriccus griseipectus";"Lathrotriccus griseipectus"
"1820";"Aphanotriccus audax";"Aphanotriccus audax"
"1821";"Mitrephanes olivaceus";"Mitrephanes olivaceus"
"1822";"Contopus pertinax";"Contopus pertinax"
"1823";"Contopus fumigatus";"Contopus fumigatus"
"1824";"Contopus ochraceus";"Contopus ochraceus"
"1825";"Contopus cinereus";"Contopus cinereus"
"1826";"Contopus albogularis";"Contopus albogularis"
"1827";"Contopus caribaeus";"Contopus caribaeus"
"1828";"Empidonax affinis";"Empidonax affinis"
"1829";"Empidonax atriceps";"Empidonax atriceps"
"1830";"Ochthoeca cinnamomeiventris";"Ochthoeca cinnamomeiventris"
"1831";"Ochthoeca rufipectoralis";"Ochthoeca rufipectoralis"
"1832";"Ochthoeca oenanthoides";"Ochthoeca oenanthoides"
"1833";"Ochthoeca leucophrys";"Ochthoeca leucophrys"
"1834";"Colorhamphus parvirostris";"Colorhamphus parvirostris"
"1835";"Ochthornis littoralis";"Ochthornis littoralis"
"1836";"Myiotheretes striaticollis";"Myiotheretes striaticollis"
"1837";"Myiotheretes fumigatus";"Myiotheretes fumigatus"
"1838";"Myiotheretes fuscorufus";"Myiotheretes fuscorufus"
"1839";"Xolmis velatus";"Xolmis velatus"
"1840";"Xolmis irupero";"Xolmis irupero"
"1841";"Neoxolmis rufiventris";"Neoxolmis rufiventris"
"1842";"Agriornis montanus";"Agriornis montanus"
"1843";"Agriornis lividus";"Agriornis lividus"
"1844";"Muscisaxicola maculirostris";"Muscisaxicola maculirostris"
"1845";"Muscisaxicola maclovianus";"Muscisaxicola maclovianus"
"1846";"Muscisaxicola rufivertex";"Muscisaxicola rufivertex"
"1847";"Muscisaxicola juninensis";"Muscisaxicola juninensis"
"1848";"Muscisaxicola albilora";"Muscisaxicola albilora"
"1849";"Muscisaxicola cinereus";"Muscisaxicola cinereus"
"1850";"Muscisaxicola albifrons";"Muscisaxicola albifrons"
"1851";"Muscisaxicola flavinucha";"Muscisaxicola flavinucha"
"1852";"Muscigralla brevicauda";"Muscigralla brevicauda"
"1853";"Lessonia oreas";"Lessonia oreas"
"1854";"Lessonia rufa";"Lessonia rufa"
"1855";"Knipolegus striaticeps";"Knipolegus striaticeps"
"1856";"Knipolegus hudsoni";"Knipolegus hudsoni"
"1857";"Knipolegus poecilocercus";"Knipolegus poecilocercus"
"1858";"Knipolegus signatus";"Knipolegus signatus"
"1859";"Knipolegus lophotes";"Knipolegus lophotes"
"1860";"Hymenops perspicillatus";"Hymenops perspicillatus"
"1861";"Fluvicola albiventer";"Fluvicola albiventer"
"1862";"Arundinicola leucocephala";"Arundinicola leucocephala"
"1863";"Alectrurus risora";"Alectrurus risora"
"1864";"Gubernetes yetapa";"Gubernetes yetapa"
"1865";"Satrapa icterophrys";"Satrapa icterophrys"
"1866";"Muscipipra vetula";"Muscipipra vetula"
"1867";"Attila cinnamomeus";"Attila cinnamomeus"
"1868";"Attila torridus";"Attila torridus"
"1869";"Attila bolivianus";"Attila bolivianus"
"1870";"Casiornis rufus";"Casiornis rufus"
"1871";"Casiornis fuscus";"Casiornis fuscus"
"1872";"Rhytipterna holerythra";"Rhytipterna holerythra"
"1873";"Rhytipterna simplex";"Rhytipterna simplex"
"1874";"Rhytipterna immunda";"Rhytipterna immunda"
"1875";"Laniocera rufescens";"Laniocera rufescens"
"1876";"Sirystes sibilator";"Sirystes sibilator"
"1877";"Myiarchus yucatanensis";"Myiarchus yucatanensis"
"1878";"Myiarchus tuberculifer";"Myiarchus tuberculifer"
"1879";"Myiarchus barbirostris";"Myiarchus barbirostris"
"1880";"Myiarchus swainsoni";"Myiarchus swainsoni"
"1881";"Myiarchus venezuelensis";"Myiarchus venezuelensis"
"1882";"Myiarchus cephalotes";"Myiarchus cephalotes"
"1883";"Myiarchus phaeocephalus";"Myiarchus phaeocephalus"
"1884";"Myiarchus apicalis";"Myiarchus apicalis"
"1885";"Myiarchus tyrannulus";"Myiarchus tyrannulus"
"1886";"Myiarchus nugator";"Myiarchus nugator"
"1887";"Myiarchus magnirostris";"Myiarchus magnirostris"
"1888";"Myiarchus validus";"Myiarchus validus"
"1889";"Myiarchus sagrae";"Myiarchus sagrae"
"1890";"Myiarchus antillarum";"Myiarchus antillarum"
"1891";"Myiarchus oberi";"Myiarchus oberi"
"1892";"Ramphotrigon megacephalum";"Ramphotrigon megacephalum"
"1893";"Ramphotrigon fuscicauda";"Ramphotrigon fuscicauda"
"1894";"Tyrannus niveigularis";"Tyrannus niveigularis"
"1895";"Tyrannus albogularis";"Tyrannus albogularis"
"1896";"Tyrannus melancholicus";"Tyrannus melancholicus"
"1897";"Tyrannus couchii";"Tyrannus couchii"
"1898";"Tyrannus savana";"Tyrannus savana"
"1899";"Tyrannus caudifasciatus";"Tyrannus caudifasciatus"
"1900";"Myiodynastes maculatus";"Myiodynastes maculatus"
"1901";"Myiozetetes similis";"Myiozetetes similis"
"1902";"Phelpsia inornata";"Phelpsia inornata"
"1903";"Xenopsaris albinucha";"Xenopsaris albinucha"
"1904";"Pachyramphus viridis";"Pachyramphus viridis"
"1905";"Pachyramphus castaneus";"Pachyramphus castaneus"
"1906";"Pachyramphus marginatus";"Pachyramphus marginatus"
"1907";"Pachyramphus surinamus";"Pachyramphus surinamus"
"1908";"Pachyramphus aglaiae";"Pachyramphus aglaiae"
"1909";"Pachyramphus minor";"Pachyramphus minor"
"1910";"Pachyramphus niger";"Pachyramphus niger"
"1911";"Tityra cayana";"Tityra cayana"
"1912";"Phoenicircus nigricollis";"Phoenicircus nigricollis"
"1913";"Phoenicircus carnifex";"Phoenicircus carnifex"
"1914";"Lipaugus conditus";"Lipaugus conditus"
"1915";"Carpornis cucullata";"Carpornis cucullata"
"1916";"Doliornis remseni";"Doliornis remseni"
"1917";"Ampelion rubrocristatus";"Ampelion rubrocristatus"
"1918";"Ampelion rufaxilla";"Ampelion rufaxilla"
"1919";"Phytotoma rutila";"Phytotoma rutila"
"1920";"Phytotoma rara";"Phytotoma rara"
"1921";"Zaratornis stresemanni";"Zaratornis stresemanni"
"1922";"Pipreola riefferii";"Pipreola riefferii"
"1923";"Pipreola intermedia";"Pipreola intermedia"
"1924";"Pipreola arcuata";"Pipreola arcuata"
"1925";"Pipreola pulchra";"Pipreola pulchra"
"1926";"Pipreola frontalis";"Pipreola frontalis"
"1927";"Pipreola formosa";"Pipreola formosa"
"1928";"Pipreola whitelyi";"Pipreola whitelyi"
"1929";"Iodopleura pipra";"Iodopleura pipra"
"1930";"Iodopleura fusca";"Iodopleura fusca"
"1931";"Snowornis cryptolophus";"Snowornis cryptolophus"
"1932";"Lipaugus vociferans";"Lipaugus vociferans"
"1933";"Lipaugus lanioides";"Lipaugus lanioides"
"1934";"Lipaugus streptophorus";"Lipaugus streptophorus"
"1935";"Porphyrolaema porphyrolaema";"Porphyrolaema porphyrolaema"
"1936";"Cotinga maynana";"Cotinga maynana"
"1937";"Conioptilon mcilhennyi";"Conioptilon mcilhennyi"
"1938";"Gymnoderus foetidus";"Gymnoderus foetidus"
"1939";"Pyroderus scutatus";"Pyroderus scutatus"
"1940";"Cephalopterus penduliger";"Cephalopterus penduliger"
"1941";"Cephalopterus ornatus";"Cephalopterus ornatus"
"1942";"Perissocephalus tricolor";"Perissocephalus tricolor"
"1943";"Procnias albus";"Procnias albus"
"1944";"Procnias averano";"Procnias averano"
"1945";"Rupicola rupicola";"Rupicola rupicola"
"1946";"Oxyruncus cristatus";"Oxyruncus cristatus"
"1947";"Pipra fasciicauda";"Pipra fasciicauda"
"1948";"Ceratopipra mentalis";"Ceratopipra mentalis"
"1949";"Ceratopipra erythrocephala";"Ceratopipra erythrocephala"
"1950";"Ceratopipra rubrocapilla";"Ceratopipra rubrocapilla"
"1951";"Pseudopipra pipra";"Pseudopipra pipra"
"1952";"Lepidothrix coronata";"Lepidothrix coronata"
"1953";"Lepidothrix serena";"Lepidothrix serena"
"1954";"Chiroxiphia linearis";"Chiroxiphia linearis"
"1955";"Chiroxiphia caudata";"Chiroxiphia caudata"
"1956";"Masius chrysopterus";"Masius chrysopterus"
"1957";"Ilicura militaris";"Ilicura militaris"
"1958";"Manacus manacus";"Manacus manacus"
"1959";"Chloropipo unicolor";"Chloropipo unicolor"
"1960";"Xenopipo uniformis";"Xenopipo uniformis"
"1961";"Chloropipo flavicapilla";"Chloropipo flavicapilla"
"1962";"Heterocercus flavivertex";"Heterocercus flavivertex"
"1963";"Neopelma chrysocephalum";"Neopelma chrysocephalum"
"1964";"Neopelma sulphureiventer";"Neopelma sulphureiventer"
"1965";"Tyranneutes stolzmanni";"Tyranneutes stolzmanni"
"1966";"Tyranneutes virescens";"Tyranneutes virescens"
"1967";"Cymbilaimus sanctaemariae";"Cymbilaimus sanctaemariae"
"1968";"Mackenziaena severa";"Mackenziaena severa"
"1969";"Mackenziaena leachii";"Mackenziaena leachii"
"1970";"Frederickena viridis";"Frederickena viridis"
"1971";"Sakesphorus canadensis";"Sakesphorus canadensis"
"1972";"Sakesphorus cristatus";"Sakesphorus cristatus"
"1973";"Thamnophilus bernardi";"Thamnophilus bernardi"
"1974";"Thamnophilus melanonotus";"Thamnophilus melanonotus"
"1975";"Thamnophilus melanothorax";"Thamnophilus melanothorax"
"1976";"Sakesphorus luctuosus";"Sakesphorus luctuosus"
"1977";"Thamnophilus zarumae";"Thamnophilus zarumae"
"1978";"Thamnophilus multistriatus";"Thamnophilus multistriatus"
"1979";"Thamnophilus bridgesi";"Thamnophilus bridgesi"
"1980";"Thamnophilus nigrocinereus";"Thamnophilus nigrocinereus"
"1981";"Thamnophilus cryptoleucus";"Thamnophilus cryptoleucus"
"1982";"Thamnophilus aethiops";"Thamnophilus aethiops"
"1983";"Thamnophilus unicolor";"Thamnophilus unicolor"
"1984";"Thamnophilus schistaceus";"Thamnophilus schistaceus"
"1985";"Thamnophilus murinus";"Thamnophilus murinus"
"1986";"Thamnophilus aroyae";"Thamnophilus aroyae"
"1987";"Thamnophilus punctatus";"Thamnophilus punctatus"
"1988";"Thamnophilus insignis";"Thamnophilus insignis"
"1989";"Thamnophilus amazonicus";"Thamnophilus amazonicus"
"1990";"Thamnophilus caerulescens";"Thamnophilus caerulescens"
"1991";"Thamnophilus torquatus";"Thamnophilus torquatus"
"1992";"Thamnophilus ruficapillus";"Thamnophilus ruficapillus"
"1993";"Pygiptila stellaris";"Pygiptila stellaris"
"1994";"Megastictus margaritatus";"Megastictus margaritatus"
"1995";"Neoctantes niger";"Neoctantes niger"
"1996";"Dysithamnus stictothorax";"Dysithamnus stictothorax"
"1997";"Dysithamnus striaticeps";"Dysithamnus striaticeps"
"1998";"Thamnomanes ardesiacus";"Thamnomanes ardesiacus"
"1999";"Thamnomanes caesius";"Thamnomanes caesius"
"2000";"Thamnomanes schistogynus";"Thamnomanes schistogynus"
"2001";"Myrmotherula sclateri";"Myrmotherula sclateri"
"2002";"Myrmotherula ambigua";"Myrmotherula ambigua"
"2003";"Myrmotherula surinamensis";"Myrmotherula surinamensis"
"2004";"Myrmotherula cherriei";"Myrmotherula cherriei"
"2005";"Myrmotherula longicauda";"Myrmotherula longicauda"
"2006";"Isleria hauxwelli";"Isleria hauxwelli"
"2007";"Isleria guttata";"Isleria guttata"
"2008";"Rhopias gularis";"Rhopias gularis"
"2009";"Epinecrophylla gutturalis";"Epinecrophylla gutturalis"
"2010";"Epinecrophylla haematonota";"Epinecrophylla haematonota"
"2011";"Epinecrophylla ornata";"Epinecrophylla ornata"
"2012";"Epinecrophylla erythrura";"Epinecrophylla erythrura"
"2013";"Myrmotherula axillaris";"Myrmotherula axillaris"
"2014";"Myrmotherula schisticolor";"Myrmotherula schisticolor"
"2015";"Myrmotherula longipennis";"Myrmotherula longipennis"
"2016";"Myrmotherula minor";"Myrmotherula minor"
"2017";"Myrmotherula iheringi";"Myrmotherula iheringi"
"2018";"Myrmotherula grisea";"Myrmotherula grisea"
"2019";"Myrmotherula unicolor";"Myrmotherula unicolor"
"2020";"Myrmotherula behni";"Myrmotherula behni"
"2021";"Myrmotherula urosticta";"Myrmotherula urosticta"
"2022";"Dichrozona cincta";"Dichrozona cincta"
"2023";"Myrmorchilus strigilatus";"Myrmorchilus strigilatus"
"2024";"Herpsilochmus motacilloides";"Herpsilochmus motacilloides"
"2025";"Herpsilochmus sellowi";"Herpsilochmus sellowi"
"2026";"Herpsilochmus stictocephalus";"Herpsilochmus stictocephalus"
"2027";"Herpsilochmus dorsimaculatus";"Herpsilochmus dorsimaculatus"
"2028";"Herpsilochmus roraimae";"Herpsilochmus roraimae"
"2029";"Herpsilochmus axillaris";"Herpsilochmus axillaris"
"2030";"Microrhopias quixensis";"Microrhopias quixensis"
"2031";"Formicivora iheringi";"Formicivora iheringi"
"2032";"Formicivora grisea";"Formicivora grisea"
"2033";"Formicivora melanogaster";"Formicivora melanogaster"
"2034";"Formicivora serrana";"Formicivora serrana"
"2035";"Drymophila ferruginea";"Drymophila ferruginea"
"2036";"Drymophila rubricollis";"Drymophila rubricollis"
"2037";"Drymophila caudata";"Drymophila caudata"
"2038";"Drymophila malura";"Drymophila malura"
"2039";"Euchrepomis callinota";"Euchrepomis callinota"
"2040";"Euchrepomis humeralis";"Euchrepomis humeralis"
"2041";"Euchrepomis sharpei";"Euchrepomis sharpei"
"2042";"Euchrepomis spodioptila";"Euchrepomis spodioptila"
"2043";"Pyriglena leucoptera";"Pyriglena leucoptera"
"2044";"Pyriglena atra";"Pyriglena atra"
"2045";"Rhopornis ardesiacus";"Rhopornis ardesiacus"
"2046";"Myrmoborus leucophrys";"Myrmoborus leucophrys"
"2047";"Myrmoborus lugubris";"Myrmoborus lugubris"
"2048";"Myrmoborus myotherinus";"Myrmoborus myotherinus"
"2049";"Myrmoborus melanurus";"Myrmoborus melanurus"
"2050";"Hypocnemoides maculicauda";"Hypocnemoides maculicauda"
"2051";"Myrmochanes hemileucus";"Myrmochanes hemileucus"
"2052";"Gymnocichla nudiceps";"Gymnocichla nudiceps"
"2053";"Percnostola rufifrons";"Percnostola rufifrons"
"2054";"Myrmelastes schistaceus";"Myrmelastes schistaceus"
"2055";"Myrmelastes caurensis";"Myrmelastes caurensis"
"2056";"Poliocrania exsul";"Poliocrania exsul"
"2057";"Myrmoderus ferrugineus";"Myrmoderus ferrugineus"
"2058";"Myrmoderus loricatus";"Myrmoderus loricatus"
"2059";"Sipia nigricauda";"Sipia nigricauda"
