"";"Rb";"AV";"FV";"NN"
"Gymnuromys roberti";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Hypogeomys antimena";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Macrotarsomys bastardi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Macrotarsomys ingens";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Brachytarsomys albicauda";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Brachytarsomys villosa";0,0138759535395888;0,692387517242689;0,692259297332088;0
"Brachyuromys betsileoensis";0,0158746627223005;0,803083996224526;0,802935276965966;0
"Brachyuromys ramirohitra";0,0158746627223005;0,803083996224526;0,802935276965966;0
"Petromyscus barbouri";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Petromyscus collinus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Petromyscus monticularis";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Petromyscus shortridgei";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Beamys hindei";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Beamys major";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Cricetomys kivuensis";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Cricetomys ansorgei";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Cricetomys emini";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Cricetomys gambianus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Saccostomus campestris";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Saccostomus mearnsi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Delanymys brooksi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dendromus nyikae";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dendromus kahuziensis";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dendromus oreas";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dendromus nyasae";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dendromus mystacalis";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dendromus messorius";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dendromus mesomelas";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dendromus melanotis";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dendromus leucostomus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dendromus vernayi";0,0110129533947399;0,50395866020105;0,503865334523235;0
