"";"Rb";"AV";"FV";"NN"
"Fregetta grallaria";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Nesofregetta fuliginosa";0,00989404700677772;0,610470617832722;0,610409528008062;0
"Hydrobates pelagicus";0,010102977572849;0,626367552680087;0,626304872048376;0
"Halocyptena microsoma";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Oceanodroma tethys";0,00989404700677772;0,610470617832722;0,610409528008062;0
"Oceanodroma castro";0,00944036164373662;0,573845013659264;0,573787588960609;0
"Oceanodroma leucorhoa";0,010102977572849;0,626367552680087;0,626304872048376;0
"Oceanodroma monorhis";0,00944036164373662;0,573845013659264;0,573787588960609;0
"Oceanodroma tristrami";0,0108057492570481;0,68332212307474;0,683253742996377;0
"Oceanodroma markhami";0,00944036164373662;0,573845013659264;0,573787588960609;0
"Oceanodroma matsudairae";0,00944036164373662;0,573845013659264;0,573787588960609;0
"Oceanodroma melania";0,00930240717281737;0,561449967407814;0,561393783082045;0,123564040745429
"Oceanodroma homochroa";0,0108057492570481;0,68332212307474;0,683253742996377;0
"Oceanodroma hornbyi";0,00944036164373662;0,573845013659264;0,573787588960609;0
"Oceanodroma furcata";0,00944036164373662;0,573845013659264;0,573787588960609;0
"Acanthisitta chloris";0,00778315862826219;0,440062584057767;0,440018546973403;0
"Xenicus gilviventris";0,00772484861851482;0,440239730122259;0,440195675310878;0
"Pitta phayrei";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta nipalensis";0,00825388629619035;0,474843227431735;0,474795709846682;0
"Pitta soror";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta oatesi";0,00809489224516668;0,461103129886608;0,46105698727379;0
"Pitta schneideri";0,00800968565130582;0,45584445977629;0,455798843398848;0
"Pitta caerulea";0,0080294525163603;0,456474007803701;0,456428328427357;0
"Pitta cyanea";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta guajana";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta elliotii";0,00778405546762351;0,435284689782548;0,435241130822297;0
