"";"dietori";"activityori";"massori";"meanori"
"Lophura inornata";0,0182842601767779;0,000121430967291621;0,00031873280796593;0,00624147465067848
"Lophura erythrophthalma";0,000718903622843925;0,000121430967291621;0,00042125330649359;0,000420529298876379
"Lophura ignita";0,00909740337181659;0,000121430967291621;0,000630999100763053;0,00328327781329042
"Lophura diardi";0,000718903622843925;0,000121430967291621;0,000388354434265711;0,000409563008133752
"Lophura bulweri";0,00140698843230489;0,000121430967291621;0,000516087286548009;0,00068150222871484
"Crossoptilon crossoptilon";0,0321550556023544;0,000121430967291621;0,000600937517700399;0,0109591413624488
"Crossoptilon mantchuricum";0,00363100858033553;0,000121430967291621;0,000980510952214441;0,00157765016661386
"Crossoptilon auritum";0,0178829860755529;0,000121430967291621;0,000629295006718383;0,0062112373498543
"Catreus wallichi";0,0544951061017639;0,000121430967291621;0,000554094053609313;0,0183902103742216
"Syrmaticus ellioti";0,00524227830151239;0,000121430967291621;0,000397345250326319;0,00192035150637678
"Syrmaticus humiae";0,00451726256018838;0,000121430967291621;0,000376747930687796;0,00167181381938927
"Syrmaticus mikado";0,00909740337181659;0,000121430967291621;0,000406974589095246;0,00320860297606782
"Syrmaticus soemmerringii";0,00114795133505111;0,000121430967291621;0,000348310265894694;0,000539230856079142
"Syrmaticus reevesii";0,0268487056826776;0,000121430967291621;0,000406124360391832;0,00912542033678702
"Phasianus colchicus";0,00451726256018838;0,000121430967291621;0,000377260015419698;0,0016719845142999
"Chrysolophus pictus";0,00631873248340569;0,000121430967291621;0,000293350294235556;0,00224450458164429
"Chrysolophus amherstiae";0,0744382202345486;0,000121430967291621;0,000398091998405625;0,0249859144000819
"Polyplectron chalcurum";0,000718903622843925;0,000121430967291621;0,000231821172779831;0,000357385254305126
"Polyplectron inopinatum";0,00143064326221283;0,000121430967291621;0,000194653930000003;0,000582242719834818
"Polyplectron germaini";0,0130492581556496;0,000121430967291621;0,000200452483731001;0,00445704720222407
"Polyplectron bicalcaratum";0,0395408004186684;0,000121430967291621;0,000215848925470115;0,0132926934371434
"Polyplectron malacense";0,0599443654232265;0,000121430967291621;0,000302516330859521;0,0201227709071259
"Polyplectron schleiermacheri";0,0130492581556496;0,000121430967291621;0,000194653930000003;0,00445511435098041
"Polyplectron napoleonis";0,0130492581556496;0,000121430967291621;0,000187230401494008;0,00445263984147841
"Rheinardia ocellata";0,0980623564760043;0,000121430967291621;0,000174182433856523;0,0327859899590508
"Argusianus argus";0,0158998585983379;0,000251428617012237;0,000790791761136903;0,00564735965882901
"Afropavo congensis";0,00143064326221283;0,000890926689944862;0,000567554080632712;0,000963041344263468
"Pavo cristatus";0,0838618233561463;0,000121430967291621;0,00118274842811718;0,0283886675838517
"Pavo muticus";0,00123028465932353;0,000121430967291621;0,000929988846261159;0,000760568157625437
"Dendragapus falcipennis";0,0214774592292216;0,000121430967291621;0,000302252248977073;0,00730038081516343
"Dendragapus canadensis";0,00753619535767406;0,000121430967291621;0,000237676563892924;0,00263176762961954
"Dendragapus obscurus";0,0135073928658354;0,000121430967291621;0,000347166215745815;0,00465866334962428
"Lagopus lagopus";0,00753619535767406;0,000121430967291621;0,000258338499750623;0,0026386549415721
"Lagopus muta";0,023142844464429;0,000251428617012237;0,000262163563107603;0,00788547888151628
"Lagopus leucura";0,00363100858033553;0,000121430967291621;0,000206339251602434;0,00131959293307653
"Tetrao tetrix";0,0212346455892044;0,000121430967291621;0,000414988703066368;0,00725702175318746
"Tetrao mlokosiewiczi";0,023142844464429;0,000417214325891376;0,000348352395840295;0,00796947039538689
"Tetrao urogallus";0,00753619535767406;0,000121430967291621;0,00109379572579975;0,00291714068358848
"Tetrao parvirostris";0,0214774592292216;0,000417214325891376;0,000937513144354904;0,00761072889982263
"Bonasa bonasia";0,023142844464429;0,000121430967291621;0,000201034608156961;0,00782177001329253
"Bonasa sewerzowi";0,00832236227345913;0,00119991090482073;0,000185463115337907;0,00323591209787259
"Bonasa umbellus";0,0217790215107736;0,000417214325891376;0,000264980412452247;0,00748707208303907
"Centrocercus urophasianus";0,00631873248340569;0,000121430967291621;0,000687691069800162;0,00237595150683249
"Tympanuchus phasianellus";0,0212346455892044;0,000121430967291621;0,000340161865067981;0,00723207947385467
"Tympanuchus cupido";0,0690994995092678;0,000121430967291621;0,000319005026753947;0,0231799785011045
