"";"parsed";"mdd_itis"
"2215";"Sorex sinalis";"Sorex sinalis"
"2216";"Sorex veraepacis";"Sorex veraepacis"
"2217";"Sorex kozlovi";"Sorex kozlovi"
"2218";"Sorex hosonoi";"Sorex hosonoi"
"2219";"Sorex ventralis";"Sorex ventralis"
"2220";"Sorex excelsus";"Sorex excelsus"
"2221";"Sorex volnuchini";"Sorex volnuchini"
"2222";"Sorex milleri";"Sorex milleri"
"2223";"Sorex raddei";"Sorex raddei"
"2224";"Sorex stizodon";"Sorex stizodon"
"2225";"Sorex sclateri";"Sorex sclateri"
"2226";"Sorex oreopolus";"Sorex oreopolus"
"2227";"Sorex saussurei";"Sorex saussurei"
"2228";"Sorex rohweri";"Sorex rohweri"
"2229";"Sorex planiceps";"Sorex planiceps"
"2230";"Sorex pacificus";"Sorex pacificus"
"2231";"Sorex mediopua";"Sorex mediopua"
"2232";"Sorex thibetanus";"Sorex thibetanus"
"2233";"Sorex tenellus";"Sorex tenellus"
"2234";"Sorex sonomae";"Sorex sonomae"
"2235";"Sorex shinto";"Sorex shinto"
"2236";"Sorex cansulus";"Sorex cansulus"
"2237";"Sorex cylindricauda";"Sorex cylindricauda"
"2238";"Sorex veraecrucis";"Sorex veraecrucis"
"2239";"Sorex ixtlanensis";"Sorex ixtlanensis"
"2240";"Sorex orizabae";"Sorex orizabae"
"2241";"Nectogale elegans";"Nectogale elegans"
"2242";"Soriculus nigrescens";"Soriculus nigrescens"
"2243";"Megasorex gigas";"Megasorex gigas"
"2244";"Euroscaptor longirostris";"Euroscaptor longirostris"
"2245";"Euroscaptor parvidens";"Euroscaptor parvidens"
"2246";"Euroscaptor grandis";"Euroscaptor grandis"
"2247";"Talpa europaea";"Talpa europaea"
"2248";"Talpa davidiana";"Talpa davidiana"
"2249";"Talpa levantis";"Talpa levantis"
"2250";"Talpa altaica";"Talpa altaica"
"2251";"Talpa caucasica";"Talpa caucasica"
"2252";"Desmana moschata";"Desmana moschata"
"2253";"Uropsilus andersoni";"Uropsilus andersoni"
"2254";"Uropsilus gracilis";"Uropsilus gracilis"
"2255";"Uropsilus investigator";"Uropsilus investigator"
"2256";"Uropsilus soricipes";"Uropsilus soricipes"
"2257";"Scapanus townsendii";"Scapanus townsendii"
"2258";"Scaptonyx fusicaudus";"Scaptonyx fusicauda"
"2259";"Parascaptor leucura";"Parascaptor leucurus"
"2260";"Urotrichus talpoides";"Urotrichus talpoides"
"2261";"Dymecodon pilirostris";"Dymecodon pilirostris"
"2262";"Mogera uchidai";"Mogera uchidai"
"2263";"Mogera wogura";"Mogera wogura"
"2264";"Mogera robusta";"Mogera robusta"
"2265";"Mogera imaizumii";"Mogera imaizumii"
"2266";"Mogera insularis";"Mogera insularis"
"2267";"Mogera etigo";"Mogera etigo"
"2268";"Hemiechinus collaris";"Hemiechinus collaris"
"2269";"Hylomys megalotis";"Hylomys megalotis"
"2270";"Hylomys parvus";"Hylomys parvus"
"2271";"Neotetracus sinensis";"Neotetracus sinensis"
"2272";"Podogymnura truei";"Podogymnura truei"
"2273";"Podogymnura aureospinula";"Podogymnura aureospinula"
"2274";"Paraechinus aethiopicus";"Paraechinus aethiopicus"
"2275";"Paraechinus micropus";"Paraechinus micropus"
"2276";"Paraechinus nudiventris";"Paraechinus nudiventris"
"2277";"Echinosorex gymnura";"Echinosorex gymnurus"
"2278";"Neohylomys hainanensis";"Neohylomys hainanensis"
"2279";"Solenodon marcanoi";"Solenodon marcanoi"
"2280";"Atopogale cubana";"Atopogale cubana"
"2281";"Solenodon paradoxus";"Solenodon paradoxus"
"2282";"Hylaeamys tatei";"Hylaeamys tatei"
"2283";"Hylaeamys acritus";"Hylaeamys acritus"
"2284";"Hylaeamys laticeps";"Hylaeamys laticeps"
"2285";"Hylaeamys oniscus";"Hylaeamys oniscus"
"2286";"Handleyomys rhabdops";"Handleyomys rhabdops"
"2287";"Handleyomys fuscatus";"Handleyomys fuscatus"
"2288";"Handleyomys saturatior";"Handleyomys saturatior"
"2289";"Handleyomys intectus";"Handleyomys intectus"
"2290";"Handleyomys melanotis";"Handleyomys melanotis"
"2291";"Handleyomys chapmani";"Handleyomys chapmani"
"2292";"Euryoryzomys emmonsae";"Euryoryzomys emmonsae"
"2293";"Euryoryzomys legatus";"Euryoryzomys legatus"
"2294";"Necromys lasiurus";"Necromys lasiurus"
"2295";"Necromys obscurus";"Necromys obscurus"
"2296";"Necromys punctulatus";"Necromys punctulatus"
"2297";"Mindomys hammondi";"Mindomys hammondi"
"2298";"Megaoryzomys curioi";"Megaoryzomys curioi"
"2299";"Juliomys rimofrons";"Juliomys rimofrons"
"2300";"Neodon sikimensis";"Neodon sikimensis"
"2301";"Neodon irene";"Neodon irene"
"2302";"Neodon forresti";"Neodon forresti"
"2303";"Dicrostonyx unalascensis";"Dicrostonyx unalascensis"
"2304";"Dicrostonyx nelsoni";"Dicrostonyx nelsoni"
"2305";"Dicrostonyx nunatakensis";"Dicrostonyx nunatakensis"
"2306";"Nephelomys devius";"Nephelomys devius"
"2307";"Nephelomys caracolus";"Nephelomys caracolus"
"2308";"Nephelomys keaysi";"Nephelomys keaysi"
"2309";"Nephelomys meridensis";"Nephelomys meridensis"
"2310";"Nephelomys auriventer";"Nephelomys auriventer"
"2311";"Nephelomys levipes";"Nephelomys levipes"
"2312";"Transandinomys talamancae";"Transandinomys talamancae"
"2313";"Transandinomys bolivaris";"Transandinomys bolivaris"
"2314";"Chinchillula sahamae";"Chinchillula sahamae"
"2315";"Noronhomys vespuccii";"Noronhomys vespuccii"
"2316";"Oreoryzomys balneator";"Oreoryzomys balneator"
"2317";"Phyllotis gerbillus";"Phyllotis gerbillus"
"2318";"Thaptomys nigrita";"Thaptomys nigrita"
"2319";"Tapecomys primus";"Tapecomys primus"
"2320";"Delomys sublineatus";"Delomys sublineatus"
"2321";"Microakodontomys transitorius";"Microakodontomys transitorius"
"2322";"Calomys callidus";"Calomys callidus"
"2323";"Calomys boliviae";"Calomys boliviae"
"2324";"Calomys tocantinsi";"Calomys tocantinsi"
"2325";"Calomys fecundus";"Calomys fecundus"
"2326";"Calomys venustus";"Calomys venustus"
"2327";"Punomys kofordi";"Punomys kofordi"
"2328";"Punomys lemminus";"Punomys lemminus"
"2329";"Chilomys instans";"Chilomys instans"
"2330";"Abrawayaomys ruschii";"Abrawayaomys ruschii"
"2331";"Salinomys delicatus";"Salinomys delicatus"
"2332";"Aegialomys galapagoensis";"Aegialomys galapagoensis"
"2333";"Neusticomys ferreirai";"Neusticomys ferreirai"
"2334";"Neusticomys monticolus";"Neusticomys monticolus"
"2335";"Neusticomys venezuelae";"Neusticomys venezuelae"
"2336";"Neusticomys peruviensis";"Neusticomys peruviensis"
"2337";"Neusticomys oyapocki";"Neusticomys oyapocki"
"2338";"Neusticomys mussoi";"Neusticomys mussoi"
"2339";"Auliscomys boliviensis";"Auliscomys boliviensis"
"2340";"Abrothrix illutea";"Abrothrix illutea"
"2341";"Abrothrix lanosus";"Abrothrix lanosa"
"2342";"Abrothrix sanborni";"Abrothrix sanborni"
"2343";"Abrothrix olivaceus";"Abrothrix olivacea"
"2344";"Abrothrix jelskii";"Abrothrix jelskii"
"2345";"Eremoryzomys polius";"Eremoryzomys polius"
"2346";"Nelsonia goldmani";"Nelsonia goldmani"
"2347";"Nelsonia neotomodon";"Nelsonia neotomodon"
"2348";"Cerradomys marinhus";"Cerradomys marinhus"
"2349";"Cerradomys scotti";"Cerradomys scotti"
"2350";"Cerradomys maracajuensis";"Cerradomys maracajuensis"
"2351";"Deltamys kempi";"Deltamys kempi"
"2352";"Podomys floridanus";"Podomys floridanus"
"2353";"Thalpomys cerradensis";"Thalpomys cerradensis"
"2354";"Thalpomys lasiotis";"Thalpomys lasiotis"
"2355";"Neotomys ebriosus";"Neotomys ebriosus"
"2356";"Ellobius fuscocapillus";"Ellobius fuscocapillus"
"2357";"Ellobius lutescens";"Ellobius lutescens"
"2358";"Wiedomys cerradensis";"Wiedomys cerradensis"
"2359";"Tylomys bullaris";"Tylomys bullaris"
"2360";"Tylomys mirae";"Tylomys mirae"
"2361";"Tylomys fulviventer";"Tylomys fulviventer"
"2362";"Tylomys panamensis";"Tylomys panamensis"
"2363";"Tylomys nudicaudus";"Tylomys nudicaudus"
"2364";"Tylomys watsoni";"Tylomys watsoni"
"2365";"Tylomys tumbalensis";"Tylomys tumbalensis"
"2366";"Phyllotis anitae";"Phyllotis anitae"
"2367";"Phyllotis bonariensis";"Phyllotis bonariensis"
"2368";"Phyllotis caprinus";"Phyllotis caprinus"
"2369";"Phyllotis darwini";"Phyllotis darwinii"
"2370";"Phyllotis osgoodi";"Phyllotis osgoodi"
"2371";"Phyllotis osilae";"Phyllotis osilae"
"2372";"Phyllotis xanthopygus";"Phyllotis xanthopygus"
"2373";"Phyllotis definitus";"Phyllotis definitus"
"2374";"Alticola tuvinicus";"Alticola tuvinicus"
"2375";"Alticola albicaudus";"Alticola albicauda"
"2376";"Alticola barakshin";"Alticola barakshin"
"2377";"Melanomys robustulus";"Melanomys robustulus"
"2378";"Melanomys zunigae";"Melanomys zunigae"
"2379";"Ondatra zibethicus";"Ondatra zibethicus"
"2380";"Isthmomys flavidus";"Isthmomys flavidus"
"2381";"Isthmomys pirrensis";"Isthmomys pirrensis"
"2382";"Geoxus annectens";"Geoxus annectens"
"2383";"Neotomodon alstoni";"Neotomodon alstoni"
"2384";"Microtus umbrosus";"Microtus umbrosus"
"2385";"Microtus majori";"Microtus majori"
"2386";"Microtus montanus";"Microtus montanus"
"2387";"Microtus oaxacensis";"Microtus oaxacensis"
"2388";"Microtus quasiater";"Microtus quasiater"
"2389";"Microtus canicaudus";"Microtus canicaudus"
"2390";"Microtus xanthognathus";"Microtus xanthognathus"
"2391";"Microtus schelkovnikovi";"Microtus schelkovnikovi"
"2392";"Microtus transcaspicus";"Microtus transcaspicus"
"2393";"Microtus dogramacii";"Microtus dogramacii"
"2394";"Microtus californicus";"Microtus californicus"
"2395";"Microtus abbreviatus";"Microtus abbreviatus"
"2396";"Microtus guatemalensis";"Microtus guatemalensis"
"2397";"Microtus ilaeus";"Microtus ilaeus"
"2398";"Microtus qazvinensis";"Microtus qazvinensis"
"2399";"Microtus arvalis";"Microtus arvalis"
"2400";"Microtus paradoxus";"Microtus paradoxus"
"2401";"Euneomys chinchilloides";"Euneomys chinchilloides"
"2402";"Euneomys fossor";"Euneomys fossor"
"2403";"Neacomys pictus";"Neacomys pictus"
"2404";"Neacomys guianae";"Neacomys guianae"
"2405";"Neacomys minutus";"Neacomys minutus"
"2406";"Neacomys musseri";"Neacomys musseri"
"2407";"Neacomys dubosti";"Neacomys dubosti"
"2408";"Neacomys paracou";"Neacomys paracou"
"2409";"Hyperacrius wynnei";"Hyperacrius wynnei"
"2410";"Megadontomys nelsoni";"Megadontomys nelsoni"
"2411";"Megadontomys thomasi";"Megadontomys thomasi"
"2412";"Megadontomys cryophilus";"Megadontomys cryophilus"
"2413";"Aepeomys lugens";"Aepeomys lugens"
"2414";"Aepeomys reigi";"Aepeomys reigi"
"2415";"Rhagomys rufescens";"Rhagomys rufescens"
"2416";"Rhagomys longilingua";"Rhagomys longilingua"
"2417";"Rheomys underwoodi";"Rheomys underwoodi"
"2418";"Rheomys thomasi";"Rheomys thomasi"
"2419";"Rheomys raptor";"Rheomys raptor"
"2420";"Rheomys mexicanus";"Rheomys mexicanus"
"2421";"Sigmodon peruanus";"Sigmodon peruanus"
"2422";"Sigmodon fulviventer";"Sigmodon fulviventer"
"2423";"Sigmodon arizonae";"Sigmodon arizonae"
"2424";"Sigmodon alleni";"Sigmodon alleni"
"2425";"Sigmodon leucotis";"Sigmodon leucotis"
"2426";"Sigmodon inopinatus";"Sigmodon inopinatus"
"2427";"Bibimys torresi";"Bibimys torresi"
"2428";"Bibimys chacoensis";"Bibimys chacoensis"
"2429";"Neofiber alleni";"Neofiber alleni"
"2430";"Zygodontomys brevicauda";"Zygodontomys brevicauda"
"2431";"Zygodontomys brunneus";"Zygodontomys brunneus"
"2432";"Oligoryzomys arenalis";"Oligoryzomys arenalis"
"2433";"Oligoryzomys moojeni";"Oligoryzomys moojeni"
"2434";"Oligoryzomys brendae";"Oligoryzomys brendae"
"2435";"Oligoryzomys rupestris";"Oligoryzomys rupestris"
"2436";"Oligoryzomys stramineus";"Oligoryzomys stramineus"
"2437";"Oligoryzomys victus";"Oligoryzomys victus"
"2438";"Oligoryzomys vegetus";"Oligoryzomys vegetus"
"2439";"Oligoryzomys nigripes";"Oligoryzomys nigripes"
"2440";"Oligoryzomys griseolus";"Oligoryzomys griseolus"
"2441";"Osgoodomys banderanus";"Osgoodomys banderanus"
"2442";"Xenomys nelsoni";"Xenomys nelsoni"
"2443";"Lenoxus apicalis";"Lenoxus apicalis"
"2444";"Peromyscus grandis";"Peromyscus grandis"
"2445";"Peromyscus furvus";"Peromyscus furvus"
"2446";"Peromyscus guardia";"Peromyscus guardia"
"2447";"Peromyscus dickeyi";"Peromyscus dickeyi"
"2448";"Peromyscus eva";"Peromyscus eva"
"2449";"Peromyscus maniculatus";"Peromyscus maniculatus"
"2450";"Peromyscus madrensis";"Peromyscus madrensis"
"2451";"Peromyscus gymnotis";"Peromyscus gymnotis"
"2452";"Peromyscus guatemalensis";"Peromyscus guatemalensis"
"2453";"Peromyscus hooperi";"Peromyscus hooperi"
"2454";"Peromyscus pembertoni";"Peromyscus pembertoni"
"2455";"Peromyscus bullatus";"Peromyscus bullatus"
"2456";"Peromyscus californicus";"Peromyscus californicus"
"2457";"Peromyscus hylocetes";"Peromyscus hylocetes"
"2458";"Peromyscus caniceps";"Peromyscus caniceps"
"2459";"Peromyscus aztecus";"Peromyscus aztecus"
"2460";"Peromyscus stephani";"Peromyscus stephani"
"2461";"Peromyscus simulus";"Peromyscus simulus"
"2462";"Peromyscus yucatanicus";"Peromyscus yucatanicus"
"2463";"Peromyscus winkelmanni";"Peromyscus winkelmanni"
"2464";"Peromyscus stirtoni";"Peromyscus stirtoni"
"2465";"Peromyscus sagax";"Peromyscus sagax"
"2466";"Peromyscus zarhynchus";"Peromyscus zarhynchus"
"2467";"Peromyscus schmidlyi";"Peromyscus schmidlyi"
"2468";"Peromyscus mekisturus";"Peromyscus mekisturus"
"2469";"Peromyscus melanocarpus";"Peromyscus melanocarpus"
"2470";"Peromyscus mayensis";"Peromyscus mayensis"
"2471";"Peromyscus melanurus";"Peromyscus melanurus"
"2472";"Peromyscus ochraventer";"Peromyscus ochraventer"
"2473";"Peromyscus mexicanus";"Peromyscus mexicanus"
"2474";"Peromyscus sejugis";"Peromyscus sejugis"
"2475";"Peromyscus perfulvus";"Peromyscus perfulvus"
"2476";"Peromyscus polius";"Peromyscus polius"
"2477";"Peromyscus beatae";"Peromyscus beatae"
"2478";"Thomasomys rosalinda";"Thomasomys rosalinda"
"2479";"Thomasomys silvestris";"Thomasomys silvestris"
"2480";"Thomasomys paramorum";"Thomasomys paramorum"
"2481";"Thomasomys pyrrhonotus";"Thomasomys pyrrhonotus"
"2482";"Thomasomys monochromos";"Thomasomys monochromos"
"2483";"Thomasomys hylophilus";"Thomasomys hylophilus"
"2484";"Thomasomys incanus";"Thomasomys incanus"
"2485";"Thomasomys ischyrus";"Thomasomys ischyrus"
"2486";"Thomasomys onkiro";"Thomasomys onkiro"
"2487";"Thomasomys kalinowskii";"Thomasomys kalinowskii"
"2488";"Thomasomys cinereus";"Thomasomys cinereus"
"2489";"Thomasomys gracilis";"Thomasomys gracilis"
"2490";"Thomasomys baeops";"Thomasomys baeops"
"2491";"Thomasomys praetor";"Thomasomys praetor"
"2492";"Thomasomys aureus";"Thomasomys aureus"
"2493";"Thomasomys bombycinus";"Thomasomys bombycinus"
"2494";"Thomasomys ucucha";"Thomasomys ucucha"
"2495";"Thomasomys macrotis";"Thomasomys macrotis"
"2496";"Thomasomys apeco";"Thomasomys apeco"
"2497";"Thomasomys cinnameus";"Thomasomys cinnameus"
"2498";"Thomasomys hudsoni";"Thomasomys hudsoni"
"2499";"Thomasomys caudivarius";"Thomasomys caudivarius"
"2500";"Thomasomys erro";"Thomasomys erro"
"2501";"Thomasomys vulcani";"Thomasomys vulcani"
"2502";"Reithrodon typicus";"Reithrodon typicus"
"2503";"Graomys edithae";"Graomys edithae"
"2504";"Graomys domorum";"Graomys domorum"
"2505";"Graomys griseoflavus";"Graomys griseoflavus"
"2506";"Graomys chacoensis";"Graomys chacoensis"
"2507";"Lophiomys imhausi";"Lophiomys imhausi"
"2508";"Wilfredomys oenax";"Wilfredomys oenax"
"2509";"Oecomys phaeotis";"Oecomys phaeotis"
"2510";"Oecomys trinitatis";"Oecomys trinitatis"
"2511";"Oecomys mamorae";"Oecomys mamorae"
"2512";"Oecomys paricola";"Oecomys paricola"
"2513";"Oecomys flavicans";"Oecomys flavicans"
"2514";"Oecomys cleberi";"Oecomys cleberi"
"2515";"Neotoma phenax";"Neotoma phenax"
"2516";"Neotoma palatina";"Neotoma palatina"
"2517";"Neotoma macrotis";"Neotoma macrotis"
"2518";"Neotoma angustapalata";"Neotoma angustapalata"
"2519";"Neotoma chrysomelas";"Neotoma chrysomelas"
"2520";"Neotoma devia";"Neotoma devia"
"2521";"Neotoma fuscipes";"Neotoma fuscipes"
"2522";"Neotoma nelsoni";"Neotoma nelsoni"
"2523";"Rhipidomys couesi";"Rhipidomys couesi"
"2524";"Rhipidomys fulviventer";"Rhipidomys fulviventer"
"2525";"Rhipidomys cariri";"Rhipidomys cariri"
"2526";"Rhipidomys austrinus";"Rhipidomys austrinus"
"2527";"Rhipidomys caucensis";"Rhipidomys caucensis"
"2528";"Rhipidomys venezuelae";"Rhipidomys venezuelae"
"2529";"Rhipidomys ochrogaster";"Rhipidomys ochrogaster"
"2530";"Rhipidomys emiliae";"Rhipidomys emiliae"
"2531";"Rhipidomys macconnelli";"Rhipidomys macconnelli"
"2532";"Rhipidomys venustus";"Rhipidomys venustus"
"2533";"Rhipidomys modicus";"Rhipidomys modicus"
"2534";"Rhipidomys gardneri";"Rhipidomys gardneri"
"2535";"Eothenomys custos";"Eothenomys custos"
"2536";"Eothenomys chinensis";"Eothenomys chinensis"
"2537";"Eothenomys cachinus";"Eothenomys cachinus"
"2538";"Eothenomys wardi";"Eothenomys wardi"
"2539";"Eothenomys proditor";"Eothenomys proditor"
"2540";"Andalgalomys olrogi";"Andalgalomys olrogi"
"2541";"Habromys schmidlyi";"Habromys schmidlyi"
"2542";"Habromys chinanteco";"Habromys chinanteco"
"2543";"Habromys delicatulus";"Habromys delicatulus"
"2544";"Habromys ixtlani";"Habromys ixtlani"
"2545";"Habromys simulatus";"Habromys simulatus"
"2546";"Habromys lophurus";"Habromys lophurus"
"2547";"Habromys lepturus";"Habromys lepturus"
"2548";"Megalomys desmarestii";"Megalomys desmarestii"
"2549";"Megalomys luciae";"Megalomys luciae"
"2550";"Synaptomys borealis";"Synaptomys borealis"
"2551";"Oxymycterus amazonicus";"Oxymycterus amazonicus"
"2552";"Oxymycterus dasytrichus";"Oxymycterus dasytrichus"
"2553";"Oxymycterus inca";"Oxymycterus inca"
"2554";"Oxymycterus hiska";"Oxymycterus hiska"
"2555";"Oxymycterus caparoae";"Oxymycterus caparoae"
"2556";"Oxymycterus josei";"Oxymycterus josei"
"2557";"Proedromys bedfordi";"Proedromys bedfordi"
"2558";"Proedromys liangshanensis";"Proedromys liangshanensis"
"2559";"Hodomys alleni";"Hodomys alleni"
"2560";"Cansumys canus";"Cansumys canus"
"2561";"Akodon budini";"Akodon budini"
"2562";"Akodon caenosus";"Akodon caenosus"
"2563";"Akodon aerosus";"Akodon aerosus"
"2564";"Akodon affinis";"Akodon affinis"
"2565";"Neomicroxus bogotensis";"Neomicroxus bogotensis"
"2566";"Akodon boliviensis";"Akodon boliviensis"
"2567";"Akodon paranaensis";"Akodon paranaensis"
"2568";"Akodon subfuscus";"Akodon subfuscus"
"2569";"Akodon simulator";"Akodon simulator"
"2570";"Akodon siberiae";"Akodon siberiae"
"2571";"Akodon sanctipaulensis";"Akodon sanctipaulensis"
"2572";"Akodon lutescens";"Akodon lutescens"
"2573";"Akodon varius";"Akodon varius"
"2574";"Akodon pervalens";"Akodon pervalens"
"2575";"Akodon toba";"Akodon toba"
"2576";"Akodon mystax";"Akodon mystax"
"2577";"Akodon sylvanus";"Akodon sylvanus"
"2578";"Akodon surdus";"Akodon surdus"
"2579";"Neomicroxus latebricola";"Neomicroxus latebricola"
"2580";"Akodon lindberghi";"Akodon lindberghi"
"2581";"Akodon kofordi";"Akodon kofordi"
"2582";"Akodon orophilus";"Akodon orophilus"
"2583";"Akodon reigi";"Akodon reigi"
"2584";"Akodon philipmyersi";"Akodon philipmyersi"
"2585";"Akodon mollis";"Akodon mollis"
"2586";"Brucepattersonius soricinus";"Brucepattersonius soricinus"
"2587";"Ichthyomys hydrobates";"Ichthyomys hydrobates"
"2588";"Ichthyomys pittieri";"Ichthyomys pittieri"
"2589";"Ichthyomys stolzmanni";"Ichthyomys stolzmanni"
"2590";"Ichthyomys tweedii";"Ichthyomys tweedii"
"2591";"Reithrodontomys darienensis";"Reithrodontomys darienensis"
"2592";"Reithrodontomys creper";"Reithrodontomys creper"
"2593";"Reithrodontomys brevirostris";"Reithrodontomys brevirostris"
"2594";"Reithrodontomys raviventris";"Reithrodontomys raviventris"
"2595";"Reithrodontomys chrysopsis";"Reithrodontomys chrysopsis"
"2596";"Reithrodontomys burti";"Reithrodontomys burti"
"2597";"Reithrodontomys bakeri";"Reithrodontomys bakeri"
"2598";"Reithrodontomys tenuirostris";"Reithrodontomys tenuirostris"
"2599";"Reithrodontomys paradoxus";"Reithrodontomys paradoxus"
"2600";"Reithrodontomys rodriguezi";"Reithrodontomys rodriguezi"
"2601";"Reithrodontomys spectabilis";"Reithrodontomys spectabilis"
"2602";"Reithrodontomys hirsutus";"Reithrodontomys hirsutus"
"2603";"Reithrodontomys microdon";"Reithrodontomys microdon"
"2604";"Chibchanomys trichotis";"Chibchanomys trichotis"
"2605";"Chibchanomys orcesi";"Chibchanomys orcesi"
"2606";"Chelemys megalonyx";"Chelemys megalonyx"
"2607";"Volemys musseri";"Volemys musseri"
"2608";"Volemys millicens";"Volemys millicens"
"2609";"Amphinectomys savamis";"Amphinectomys savamis"
"2610";"Oryzomys dimidiatus";"Oryzomys dimidiatus"
"2611";"Oryzomys antillarum";"Oryzomys antillarum"
"2612";"Oryzomys nelsoni";"Oryzomys nelsoni"
"2613";"Gyldenstolpia fronto";"Gyldenstolpia fronto"
"2614";"Kunsia tomentosus";"Kunsia tomentosus"
"2615";"Phaenomys ferrugineus";"Phaenomys ferrugineus"
"2616";"Tanyuromys aphrastus";"Tanyuromys aphrastus"
"2617";"Arborimus albipes";"Arborimus albipes"
"2618";"Arborimus pomo";"Arborimus pomo"
